1,1, limits such flight to a height sufficient to land safely if the  engine fails. ,FALSE,TRUE
2,1, does not permit such flight in any circumstances. ,FALSE,FALSE
3,1, limits flight to up to 10 minutes flying time from the nearest  shore. ,FALSE,FALSE
4,1, limits flight to up to 8 NM from the nearest shore. ,FALSE,FALSE
5,2," the operator, and it is inserted in the operations manual. ",FALSE,TRUE
6,2," the manufacturer, and it is inserted in the operations man - ual. ",FALSE,FALSE
7,2," the operator, and it is appended to the flight manual. ",FALSE,FALSE
8,2," the manufacturer, and it is appended to the flight manual. ",FALSE,FALSE
9,3, should not be lower than any that may be established for  such aerodromes by the state in which the aerodrome is  located. ,FALSE,FALSE
10,3, shall not be lower than any that may be established for  such aerodromes by the state in which the aerodrome is  located. ,FALSE,TRUE
11,3, should not be higher than any that may be established for  such aerodromes by the state in which the aerodrome is  located. ,FALSE,FALSE
12,3, shall not be higher than any that may be established for  such aerodromes by the state in which the aerodrome is  located. ,FALSE,FALSE
13,4, 140° ,FALSE,FALSE
14,4, 110° ,FALSE,TRUE
15,4, 70° ,FALSE,FALSE
16,4, 220° ,FALSE,FALSE
17,5, 150 ft ,FALSE,FALSE
18,5, 200 ft ,FALSE,FALSE
19,5, 250 ft ,FALSE,FALSE
20,5, 300 ft ,FALSE,TRUE
21,6, all the flight crew be on board. ,FALSE,FALSE
22,6, the aircrafts stairs be completely extended. ,FALSE,FALSE
23,6, refueling is prohibited while passengers are boarding and/or disembarking. ,FALSE,FALSE
24,6, communications be maintained between ground person - nel and qualified personnel on board. ,FALSE,TRUE
25,7, green flashing light. ,FALSE,FALSE
26,7, green steady light. ,FALSE,FALSE
27,7, white steady light. ,FALSE,FALSE
28,7, red steady light. ,FALSE,TRUE
29,8, from 91 - 120 knots. ,FALSE,FALSE
30,8, from 121 - 140 knots. ,FALSE,FALSE
31,8, from 141 - 165 knots. ,FALSE,TRUE
32,8, from 166 - 210 knots. ,FALSE,FALSE
33,9, The commander. ,FALSE,TRUE
34,9, The operator. ,FALSE,FALSE
35,9, The maintenance supervisor. ,FALSE,FALSE
36,9, A JAA authorised person. ,FALSE,FALSE
37,10, at the predicted time of arrival equal to or better than the  minimum conditions required for aerodrome use. ,FALSE,TRUE
38,10, at the predicted time of takeoff equal to or better than the  minimum conditions required for aerodrome use. ,FALSE,FALSE
39,10," at the predicted time of arrival, and for a reasonable period  before and after such a predicted time, equal to or better  than the minimum conditions required for aerodrome use. ",FALSE,FALSE
40,10, at the predicted time of arrival better than the minimum  conditions required for aerodrome use. ,FALSE,FALSE
41,11, 1.500 m ,FALSE,FALSE
42,11, 2.400 m ,FALSE,FALSE
43,11, 1.600 m ,FALSE,FALSE
44,11, 3.600 m,FALSE,TRUE
45,12, 4 m (14 ft) below the airdrome altitude. ,FALSE,FALSE
46,12, 2 m (7 ft) above the airdrome altitude. ,FALSE,FALSE
47,12, 2 m (7 ft) below the airdrome altitude. ,FALSE,TRUE
48,12, 4 m (14 ft) above the airdrome altitude. ,FALSE,FALSE
49,13, The operator. ,FALSE,FALSE
50,13, The captain. ,FALSE,TRUE
51,13," The mechanic on board, or in his absence the co-pilot. ",FALSE,FALSE
52,13, The companys cargo technicians. ,FALSE,FALSE
53,14," 0,5 ",FALSE,FALSE
54,14," 0,7 ",FALSE,FALSE
55,14," 0,6 ",FALSE,TRUE
56,14," 0,8 ",FALSE,FALSE
57,15, 80% of the landing distance available. ,FALSE,FALSE
58,15, 70% of the landing distance available. ,FALSE,FALSE
59,15, 60% of the landing distance available. ,FALSE,TRUE
60,15, 50% of the landing distance available. ,FALSE,FALSE
61,16, 15 minutes. ,FALSE,FALSE
62,16, 60 minutes. ,FALSE,FALSE
63,16, 30 minutes. ,FALSE,TRUE
64,16, 2 hours. ,FALSE,FALSE
65,17, 140° ,FALSE,TRUE
66,17, 110° ,FALSE,FALSE
67,17, 70° ,FALSE,FALSE
68,17, 220° ,FALSE,FALSE
69,18, the country where the aircraft is operated. ,FALSE,FALSE
70,18, the country where the aircraft was manufactured.,FALSE,FALSE
71,18, the country of the operator. ,FALSE,TRUE
72,18, it is not mandatory that such a book be approved by avia - tion authorities. ,FALSE,FALSE
73,19, 70° ,FALSE,FALSE
74,19, 140° ,FALSE,FALSE
75,19, 110° ,FALSE,TRUE
76,19, 220° ,FALSE,FALSE
77,20," 0,7 ",FALSE,TRUE
78,20," 0,6 ",FALSE,FALSE
79,20," 0,5 ",FALSE,FALSE
80,20," 0,8 ",FALSE,FALSE
81,21, 12.000 ft ,FALSE,FALSE
82,21, 11.000 ft ,FALSE,FALSE
83,21, 10.000 ft ,FALSE,TRUE
84,21, 13.000 ft ,FALSE,FALSE
85,22," 1, 2, 4, 5 ",FALSE,FALSE
86,22," 1, 2, 3, 4, 5 ",FALSE,TRUE
87,22," 2, 4, 5 ",FALSE,FALSE
88,22," 2, 3, 5 ",FALSE,FALSE
89,23, from takeoff to landing. ,FALSE,FALSE
90,23, only during takeoff and landing. ,FALSE,FALSE
91,23, only during takeoff and landing and whenever necessary  by the commander in the interest of safety. ,FALSE,FALSE
92,23, while at their station.,FALSE,TRUE
93,24, the operator. ,FALSE,FALSE
94,24, the manufacturer. ,FALSE,TRUE
95,24, the aircraft manufacturers list. ,FALSE,FALSE
96,24, the aircraft state of registry. ,FALSE,FALSE
97,25, Owner of the aircraft. ,FALSE,FALSE
98,25, Aircraft producer. ,FALSE,FALSE
99,25, Aircraft operator. ,FALSE,TRUE
100,25, ATS authority of the state of registry. ,FALSE,FALSE
101,26, Does not exceed the equivalent of two hour of flight time at  cruising speed all engines operating. ,FALSE,FALSE
102,26," Does not exceed the equivalent of two hours of flight time,  at cruising speed with only one engine operative. ",FALSE,FALSE
103,26, Does not exceed the equivalent of one hour of flight time at  cruising speed all engines operating. ,FALSE,FALSE
104,26," Does not exceed the equivalent of one hour of flight time,  at cruising speed with only one engine operative. ",FALSE,TRUE
105,27, a runway visual range of at least 350 m. ,FALSE,FALSE
106,27, a runway visual range of at least 50 m. ,FALSE,FALSE
107,27, is an ap - proach with: A) a runway visual range of at least 350 m. B) a runway visual range of at least 50 m. C) a runway visual range of at least 200 m. ,FALSE,FALSE
108,27, no runway visual range limits. ,FALSE,TRUE
109,28, For flights above 29.000 ft. ,FALSE,FALSE
110,28, For flights above 39.000 ft. ,FALSE,FALSE
111,28, For flights above 49.000 ft. ,FALSE,TRUE
112,28, For flights above 59.000 ft. ,FALSE,FALSE
113,29, The country where the flight takes place. ,FALSE,FALSE
114,29, The country of the operator. ,FALSE,TRUE
115,29, The country of the designers. ,FALSE,FALSE
116,29, The country of the manufacturers. ,FALSE,FALSE
117,30, 10.000 ft and 12.000 ft. ,FALSE,FALSE
118,30, 10.000 ft and 13.000 ft. ,FALSE,TRUE
119,30, 11.000 ft and 13.000 ft. ,FALSE,FALSE
120,30, 11.000 ft and 12.000 ft. ,FALSE,FALSE
121,31," 1, 2, 3 ",FALSE,FALSE
122,31," 2, 3, 4 ",FALSE,FALSE
123,31," 1, 3, 4 ",FALSE,FALSE
124,31," 1, 2, 3, 4  ",FALSE,TRUE
125,32, 100 NM ,FALSE,FALSE
126,32, 50 NM ,FALSE,TRUE
127,32, 200 NM ,FALSE,FALSE
128,32, 400 NM ,FALSE,FALSE
129,33, the total number of passengers + 10%. ,FALSE,FALSE
130,33, the total number of passengers. ,FALSE,FALSE
131,33, the total number of seats. ,FALSE,FALSE
132,33, the total number of seats + at least 10% additional units. ,FALSE,TRUE
133,34, The manufacturer and in the Flight Manual. ,FALSE,FALSE
134,34, The manufacturer and in the Operations Manual. ,FALSE,FALSE
135,34, The operator and in the Flight Manual. ,FALSE,FALSE
136,34, The operator and in the Operations Manual. ,FALSE,TRUE
137,35, The operator. ,FALSE,FALSE
138,35, The manufacturer and it must be approved by the state of  certification. ,FALSE,TRUE
139,35, The authority. ,FALSE,FALSE
140,35, The state of registry. ,FALSE,FALSE
141,36, Aircraft Operating Manual. ,FALSE,FALSE
142,36, Minimum Equipment List. ,FALSE,TRUE
143,36, JAR-OPS 1. ,FALSE,FALSE
144,36, Operations Manual - relevant chapter. ,FALSE,FALSE
145,37, 30 hours of operation. ,FALSE,FALSE
146,37, 48 hours of operation. ,FALSE,FALSE
147,37, 25 hours of operation. ,FALSE,TRUE
148,37, the whole flight.,FALSE,FALSE
149,38, The threshold is more than 2 m above the ARP. ,FALSE,FALSE
150,38, The threshold is less than 2 m above the ARP. ,FALSE,FALSE
151,38, The threshold is less than 2 m below the ARP. ,FALSE,FALSE
152,38, The threshold is more than 2 m below the ARP. ,FALSE,TRUE
153,39," 1, 2, 3 ",FALSE,TRUE
154,39," 2, 3, 4 ",FALSE,FALSE
155,39," 1, 3, 4 ",FALSE,FALSE
156,39," 1, 2, 3, 4 ",FALSE,FALSE
157,40, carried out at least 3 takeoffs and 3 landings in an aero - plane of the same type or a flight simulator in the preceed - ing 60 days. ,FALSE,FALSE
158,40, carried out at least 5 takeoffs and 3 landings in an aero - plane of the same type or a flight simulator in the preceed - ing 60 days. ,FALSE,FALSE
159,40, carried out at least 3 takeoffs and 3 landings in an aero - plane of the same type or a flight simulator in the preceed - ing 90 days. ,FALSE,TRUE
160,40, carried out at least 5 takeoffs and 3 landings in an aero - plane of the same type or a flight simulator in the preceed - ing 90 days. ,FALSE,FALSE
161,41, As is necessary for aircraft that operate in accordance with  instrument flight rules. ,FALSE,TRUE
162,41, Only as is necessary for aircraft that make VFR flights. ,FALSE,FALSE
163,41, With more anti-icing and/or de-icing devices (if one ex - pects icy conditions). ,FALSE,FALSE
164,41," As is necessary for aircraft that make VFR flights, and  such aircraft must also possess indicators of attitude and  course, along with a precise barometric altimeter. ",FALSE,FALSE
165,42, 12.000 ft ,FALSE,FALSE
166,42, 11.000 ft ,FALSE,FALSE
167,42, 10.000 ft ,FALSE,FALSE
168,42, 13.000 ft ,FALSE,TRUE
169,43, 13.000 ft ,FALSE,FALSE
170,43, 29.000 ft ,FALSE,FALSE
171,43, 10.000 ft,FALSE,FALSE
172,43, 25.000 ft ,FALSE,TRUE
173,44, JAA. ,FALSE,FALSE
174,44, Commander of the aircraft. ,FALSE,FALSE
175,44, Aeroplanes operator. ,FALSE,FALSE
176,44, Contracting State in which the unlawful interference oc - curs. ,FALSE,TRUE
177,45, 90° ,FALSE,FALSE
178,45, 110° ,FALSE,TRUE
179,45, 140° ,FALSE,FALSE
180,45, 70° ,FALSE,FALSE
181,46," No, only the parts required for the conduct of the flight and  those concerning crew duty. ",FALSE,TRUE
182,46," No, only the parts required for the conduct of the flight. ",FALSE,FALSE
183,46, Yes. ,FALSE,FALSE
184,46," No, only the parts concerning crew duty. ",FALSE,FALSE
185,47, acted as PIC or co-pilot on type in the last 90 days. ,FALSE,TRUE
186,47, acted as PIC or co-pilot on type in the last 30 days. ,FALSE,FALSE
187,47, acted as PIC or co-pilot on type in the last 60 days. ,FALSE,FALSE
188,47, been at the controls for landing in the same type recently. ,FALSE,FALSE
189,48, The journey log. ,FALSE,FALSE
190,48, The ATC (Air Traffic Control) flight plan. ,FALSE,FALSE
191,48, The operational flight plan. ,FALSE,TRUE
192,48, The meteorological forecast. ,FALSE,FALSE
193,49, 20.000 kg ,FALSE,FALSE
194,49, 5.700 kg ,FALSE,TRUE
195,49, 10.000 kg ,FALSE,FALSE
196,49, 7.000 kg ,FALSE,FALSE
197,50, 10.000 ft ,FALSE,TRUE
198,50, 12.000 ft ,FALSE,FALSE
199,50, 13.000 ft ,FALSE,FALSE
200,50, 11.000 ft,FALSE,FALSE
201,51, No minimum ,FALSE,TRUE
202,51, 50 m ,FALSE,FALSE
203,51, 75 m ,FALSE,FALSE
204,51, 100 m ,FALSE,FALSE
205,52, The entire flight time at pressure altitudes above 10.000  ft. ,FALSE,FALSE
206,52, The entire flight time at pressure altitudes above 11.000  ft. ,FALSE,FALSE
207,52, The entire flight time at pressure altitudes above 12.000  ft. ,FALSE,FALSE
208,52, The entire flight time at pressure altitudes above 13.000  ft. ,FALSE,TRUE
209,53, Operations Manual in total. ,FALSE,FALSE
210,53, Company instructions for all flight crew. ,FALSE,FALSE
211,53, All those specified in the Certificate of Airworthiness. ,FALSE,FALSE
212,53, Relevant parts of the ops manual and AFM. ,FALSE,TRUE
213,54, green. ,FALSE,FALSE
214,54, red. ,FALSE,TRUE
215,54, white. ,FALSE,FALSE
216,54, all of the above. ,FALSE,FALSE
217,55," performance class 1 at night, 1 or 2 by daylight. ",FALSE,FALSE
218,55, performance class 1 or 2. ,FALSE,FALSE
219,55, performance class 1. ,FALSE,TRUE
220,55, any class of performance due to the emergency situation. ,FALSE,FALSE
221,56, red light. ,FALSE,FALSE
222,56, green light. ,FALSE,TRUE
223,56, white light. ,FALSE,FALSE
224,56, red and white flashing light. ,FALSE,FALSE
225,57, takeoff equal to or better than the minimum conditions re - quired for aerodrome use. ,FALSE,FALSE
226,57," arrival, and for a reasonable time before and after such a  predicted time, equal to or better than the minimum condi -tions required for aerodrome use. ",FALSE,FALSE
227,57, arrival equal to or better than the minimum conditions re - quired for aerodrome use. ,FALSE,TRUE
228,57, arrival better than the minimum conditions required for  aerodrome use. ,FALSE,FALSE
229,58, Simulator flying skills. ,FALSE,FALSE
230,58, The ability to land safely. ,FALSE,FALSE
231,58," Flying technique, emergency procedures and IFR. ",FALSE,TRUE
232,58, The ability to conform with set procedures. ,FALSE,FALSE
233,59, No less than 6 months between checks. ,FALSE,FALSE
234,59, 2 checks every 13 months. ,FALSE,FALSE
235,59, 3 checks within the year with no less than 4 months be - tween checks. ,FALSE,FALSE
236,59," 2 within a year, more than 4 months between checks. ",FALSE,TRUE
237,60, 140° ,FALSE,TRUE
238,60, 70° ,FALSE,FALSE
239,60, 110° ,FALSE,FALSE
240,60, 220° ,FALSE,FALSE
241,61, Flashing white. ,FALSE,FALSE
242,61, Steady red. ,FALSE,FALSE
